EventID,Seq,Type,Name,Text,Condition,Action,NextID,Race,Gender
POLITE,FAIL_ITEM,TALK,,미안해요. 지금은 건넬 수 있는 물건이 없어요.,,,END,,
POLITE,INSUFFICIENT_ITEM,TALK,,지급할 자원이 부족하거나 안전하게 건넬 수 없는 상태군요. 아무것도 받지 않았으니 이만 마칠게요.,,,END,,
POLITE,FAREWELL,TALK,,이만 돌아갈게요. 다음에는 편히 이야기할 수 있기를 바라요.,,,END,,
POLITE,NEGO_REJECT,TALK,,더 이야기하면 서로 상처만 남겠어요. 여기서 끝내요.,,,END,,
POLITE,FAIL,TALK,,더 이야기하면 서로 상처만 남겠어요. 여기서 끝내요.,,,END,,
POLITE,REACT_NEED,TALK,,도움이 필요하시군요. 제가 할 수 있는 일인지 생각해 볼게요.,,,CHECK_MOOD:NEGO_START,,
POLITE,REWARD_CHOICE,CHOICE,System,어떤 도움을 요청할까?,,,"REQUEST_ITEM,REQUEST_GOLD,REQUEST_RECOVERY,REWARD_LEAVE",,
POLITE,REQUEST_ITEM,BRANCH,플레이어,[물건] 아이템 하나를 나눠 달라고 한다,,TONE:Request,ITEM_CHECK,,
POLITE,REQUEST_GOLD,BRANCH,플레이어,[돈] {RewardGold} GOLD를 부탁한다,,TONE:Request,GOLD_CHECK,,
POLITE,REQUEST_RECOVERY,BRANCH,플레이어,[회복] 교섭자의 HP 또는 MP 회복을 부탁한다,,,RECOVERY_CHOICE,,
POLITE,REWARD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
POLITE,RECOVERY_CHOICE,CHOICE,System,누구의 자원을 회복하는지 확인하자. 회복 대상은 지금 교섭하는 아군이다.,,,"REQUEST_HP,REQUEST_MP,RECOVERY_LEAVE",,
POLITE,REQUEST_HP,BRANCH,플레이어,[HP] HP 최대 {RewardHP} 회복을 부탁한다,,TONE:Request,HP_CHECK,,
POLITE,REQUEST_MP,BRANCH,플레이어,[MP] MP 최대 {RewardMP} 회복을 부탁한다,,TONE:Request,MP_CHECK,,
POLITE,RECOVERY_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
POLITE,GOLD_CHECK,TALK,System,(돈 지원을 요청한다.),,,CHECK_MOOD:TRADE:Gold,,
POLITE,HP_CHECK,TALK,System,(교섭자의 HP 회복을 요청한다.),,,CHECK_MOOD:TRADE:HP,,
POLITE,MP_CHECK,TALK,System,(교섭자의 MP 회복을 요청한다.),,,CHECK_MOOD:TRADE:MP,,
POLITE,DEMAND_GOLD,TALK,,도와드리기 전에 작은 부탁 하나만 들어주시겠어요? 공동 활동에 쓸 돈이 필요하다.,,,COST_GOLD,,
POLITE,COST_GOLD,CHOICE,System,요구: {DemandGold} GOLD. 지급한 자원은 환불되지 않는다.,,,"ACCEPT_GOLD,REFUSE_GOLD",,
POLITE,ACCEPT_GOLD,BRANCH,플레이어,[지급] {DemandGold} GOLD 건네기,,TONE:Accept,PAY_GOLD,,
POLITE,REFUSE_GOLD,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
POLITE,PAY_GOLD,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Gold,,
POLITE,DEMAND_ITEM,TALK,,도와드리기 전에 작은 부탁 하나만 들어주시겠어요? 여행에 쓸 물품이 필요하다.,,,COST_ITEM,,
POLITE,COST_ITEM,CHOICE,System,요구: {DemandItem} 1개. 지급한 자원은 환불되지 않는다.,,,"ACCEPT_ITEM,REFUSE_ITEM",,
POLITE,ACCEPT_ITEM,BRANCH,플레이어,[지급] {DemandItem} 1개 건네기,,TONE:Accept,PAY_ITEM,,
POLITE,REFUSE_ITEM,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
POLITE,PAY_ITEM,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Item,,
POLITE,DEMAND_HP,TALK,,도와드리기 전에 작은 부탁 하나만 들어주시겠어요? 네 생명력을 아주 조금 나누어 줘.,,,COST_HP,,
POLITE,COST_HP,CHOICE,System,요구: 교섭자의 HP {DemandHP}. 지급 후 HP가 1 이상 남아야 한다. 지급한 자원은 환불되지 않는다.,,,"ACCEPT_HP,REFUSE_HP",,
POLITE,ACCEPT_HP,BRANCH,플레이어,[지급] 교섭자의 HP {DemandHP} 건네기,,TONE:Accept,PAY_HP,,
POLITE,REFUSE_HP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
POLITE,PAY_HP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:HP,,
POLITE,DEMAND_MP,TALK,,도와드리기 전에 작은 부탁 하나만 들어주시겠어요? 네 마력을 아주 조금 나누어 줘.,,,COST_MP,,
POLITE,COST_MP,CHOICE,System,요구: 교섭자의 MP {DemandMP}. MP가 부족하면 지급하지 않는다. 지급한 자원은 환불되지 않는다.,,,"ACCEPT_MP,REFUSE_MP",,
POLITE,ACCEPT_MP,BRANCH,플레이어,[지급] 교섭자의 MP {DemandMP} 건네기,,TONE:Accept,PAY_MP,,
POLITE,REFUSE_MP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
POLITE,PAY_MP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:MP,,
POLITE,REFUSED,TALK,System,(요구를 거절했다. 자원을 지급하지 않고 대화를 마쳤다.),,,END,,
POLITE,TRADE_DECLINED,TALK,,죄송해요. 지금은 약속을 지킬 수 없겠어요.,,,END,,
POLITE,SUCCESS_GOLD,TALK,,약속을 지켜 주셨으니 저도 힘을 보탤게요. {RewardGold} GOLD를 건넸다.,,,END,,
POLITE,SUCCESS_HP,TALK,,"약속을 지켜 주셨으니 저도 힘을 보탤게요. 상처가 조금 아물었다. (최대 {RewardHP}, 최대 HP와 회복 효과에 따라 달라짐.)",,,END,,
POLITE,SUCCESS_MP,TALK,,"약속을 지켜 주셨으니 저도 힘을 보탤게요. 마력이 조금 돌아왔다. (최대 {RewardMP}, 최대 MP까지만 회복.)",,,END,,
POLITE,FLED,TALK,,이런 선택을 하게 되어 미안해요. 저는 떠나겠어요.,,,FLED_NOTICE,,
POLITE,FLED_NOTICE,TALK,System,(몬스터가 받은 것만 챙겨 도망쳤다. 이번 교섭의 합류·보상은 없다.),,,END,,
POLITE,FAIL_REWARD,TALK,System,(지급은 끝났지만 상황이 바뀌어 지원을 받지 못했다. 대화가 종료된다.),,,END,,
POLITE,RACE_LINE,,,같은 인간이라도 살아온 길은 다르지요. 어떤 약속을 지키시는지 알고 싶어요.,,,,Human,
POLITE,RACE_LINE,,,낯선 기척에는 경계부터 하게 돼요. 조금 거리를 두고 이야기해 주시겠어요?,,,,Beast,
POLITE,RACE_LINE,,,모습은 달라도 서로의 뜻을 이해할 수 있다고 생각해요.,,,,Demihuman,
POLITE,RACE_LINE,,,악마와의 약속이라도 서로 존중하면 지킬 수 있어요. 원하시는 일을 말씀해 주세요.,,,,Demon,
POLITE,RACE_LINE,,,용의 힘에는 책임이 따라요. 어떤 일에 힘을 보태길 바라시나요?,,,,Dragon,
POLITE,RACE_LINE,,,교섭 요청을 확인했어요. 함께할 목표와 역할을 알려 주세요.,,,,Machine,
POLITE,RACE_LINE,,,뿌리를 내린 곳과 자라 온 시간을 존중해 주시면 좋겠어요.,,,,Plant,
POLITE,RACE_LINE,,,눈에 보이지 않는 흐름도 있어요. 정령의 기척에 잠시 귀를 기울여 주세요.,,,,Spirit,
POLITE,RACE_LINE,,,삶이 끝났어도 아직 지키고 싶은 뜻이 있어요. 그 마음을 알아주셨으면 해요.,,,,Undead,
POLITE,RACE_LINE,,,요정의 약속도 진심이에요. 가벼운 장난으로만 여기지 말아 주세요.,,,,Fairy,
POLITE,RACE_LINE,,,신의 이름보다 당신이 바라는 일을 먼저 듣고 싶어요.,,,,Divine,
POLITE,RACE_LINE,,,만들어진 몸이라도 받아들일 수 있는 요청과 그렇지 않은 요청이 있어요.,,,,Construct,
POLITE,RACE_LINE,,,낯선 모습 때문에 놀라셨나요? 서로 이해할 방법을 찾아보고 싶어요.,,,,Aberration,
POLITE,GENDER_LINE,,,제 이름은 {MonsterName}입니다. 편하게 말씀해 주세요.,,,,,Male
POLITE,GENDER_LINE,,,저는 {MonsterName}이에요. 서로 오해 없이 이야기해 봐요.,,,,,Female
POLITE,GENDER_LINE,,,{MonsterName}이라고 불러 주세요. 당신의 뜻을 듣고 싶어요.,,,,,None
AGGRESSIVE,INTRO,TALK,,싸우다 말고 무슨 용건이냐? 할 말이 있으면 똑바로 해!,,,RACE_LINE,,
AGGRESSIVE,RACE_LINE,TALK,,서로 다른 곳에서 왔더라도 말은 통할 수 있겠지.,,,GENDER_LINE,,
AGGRESSIVE,GENDER_LINE,TALK,,나는 {MonsterName}. 용건을 듣겠다.,,,OPEN,,
AGGRESSIVE,OPEN,CHOICE,System,어떤 태도로 말을 걸까?,,,"OPEN_GENTLE,OPEN_THREAT,OPEN_REASON,OPEN_LEAVE",,
AGGRESSIVE,OPEN_GENTLE,BRANCH,플레이어,[우호] 먼저 인사한다,,TONE:Gentle,REACT_GENTLE,,
AGGRESSIVE,OPEN_THREAT,BRANCH,플레이어,[위압] 물러서지 않고 맞선다,,TONE:Threat,REACT_THREAT,,
AGGRESSIVE,OPEN_REASON,BRANCH,플레이어,[설득] 협력할 이유를 설명한다,,TONE:Persuade,REACT_REASON,,
AGGRESSIVE,OPEN_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
AGGRESSIVE,REACT_GENTLE,TALK,,그렇게 조심스레 굴어서 뭘 하겠다는 거냐? 배짱부터 보여 봐.,,,CHECK_MOOD:ROUND2,,
AGGRESSIVE,REACT_THREAT,TALK,,"하! 눈 하나 깜빡하지 않는군. 좋아, 그 기세로 말해 봐!",,,CHECK_MOOD:ROUND2,,
AGGRESSIVE,REACT_REASON,TALK,,날 데려가서 누구와 싸울 생각이지? 시시한 일은 사양한다.,,,CHECK_MOOD:ROUND2,,
AGGRESSIVE,ROUND2,CHOICE,System,어떻게 대화를 이어 갈까?,,,"SECOND_RELIEVE,SECOND_FLIRT,SECOND_REQUEST,SECOND_INSULT",,
AGGRESSIVE,SECOND_RELIEVE,BRANCH,플레이어,[안심] 서로 해치지 말자고 한다,,TONE:Relieve,REACT_RELIEVE,,
AGGRESSIVE,SECOND_FLIRT,BRANCH,플레이어,[호감] 재치 있게 칭찬한다,,TONE:Flirt,REACT_FLIRT,,
AGGRESSIVE,SECOND_REQUEST,BRANCH,플레이어,[요청] 내 사정을 설명한다,,TONE:Request,REACT_NEED,,
AGGRESSIVE,SECOND_INSULT,BRANCH,플레이어,[모욕] 상대를 깎아내린다,,TONE:Insult,REACT_INSULT,,
AGGRESSIVE,REACT_RELIEVE,TALK,,겁낼 것 없다고? 네가 먼저 등을 돌리지나 마라.,,,CHECK_MOOD:NEGO_START,,
AGGRESSIVE,REACT_FLIRT,TALK,,하하! 입담은 제법이군. 그만큼 실력도 있는지 보고 싶다!,,,CHECK_MOOD:NEGO_START,,
AGGRESSIVE,REACT_INSULT,TALK,,내 앞에서 그 혀를 놀리고도 무사할 줄 알았나?,,,CHECK_MOOD:ANGRY,,
AGGRESSIVE,NEGO_START,CHOICE,,그래서 네가 싸우는 이유는 뭐냐?,,,"THIRD_REASON,THIRD_REQUEST,THIRD_MAD,THIRD_LEAVE",,
AGGRESSIVE,THIRD_REASON,BRANCH,플레이어,[설득] 서로의 역할과 책임을 설명한다,,TONE:Persuade,REACT_PLAN,,
AGGRESSIVE,THIRD_REQUEST,BRANCH,플레이어,[요청] 도움이 필요하다고 말한다,,TONE:Request,REACT_REQUEST,,
AGGRESSIVE,THIRD_MAD,BRANCH,플레이어,[화냄] 답답하다며 화를 낸다,,TONE:Mad,REACT_MAD,,
AGGRESSIVE,THIRD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
AGGRESSIVE,REACT_PLAN,TALK,,강한 상대라도 물러서지 않겠다는 건가. 그 말은 마음에 든다!,,,CHECK_MOOD:GOAL,,
AGGRESSIVE,REACT_REQUEST,TALK,,손을 빌리고 싶다면 똑바로 부탁해라. 돌려 말하지 말고!,,,CHECK_MOOD:GOAL,,
AGGRESSIVE,REACT_MAD,TALK,,목소리만 높인다고 강해지는 건 아니다!,,,CHECK_MOOD:GOAL,,
AGGRESSIVE,GOAL,CHOICE,,좋아. 원하는 걸 말해라!,,,"ASK_JOIN,ASK_ITEM,ASK_LEAVE",,
AGGRESSIVE,ASK_JOIN,BRANCH,플레이어,[동료] 함께 가자고 제안한다,,TONE:Persuade,JOIN_CHECK,,
AGGRESSIVE,ASK_ITEM,BRANCH,플레이어,[보상] 물품이나 다른 도움을 요청한다,,,REWARD_CHOICE,,
AGGRESSIVE,ASK_LEAVE,BRANCH,플레이어,[종료] 여기서 대화를 마친다,,,FAREWELL,,
AGGRESSIVE,JOIN_CHECK,TALK,,내가 네 옆에 설 만한지 마지막으로 가늠해 보겠다.,,,CHECK_MOOD:TRADE:Recruit,,
AGGRESSIVE,ITEM_CHECK,TALK,,전리품을 좀 나눠 달라는 건가? 어디 보자.,,,CHECK_MOOD:TRADE:Item,,
AGGRESSIVE,SUCCESS_RECRUIT,TALK,,좋다! 앞장서라. 싸움이 벌어지면 내 몫은 남겨 둬!,,,END,,
AGGRESSIVE,FAIL_RECRUIT,TALK,,아직 네 편에 설 생각은 없다. 오늘은 여기까지다.,,,END,,
AGGRESSIVE,SUCCESS_ITEM,TALK,,가져가라! 다음에 만날 때는 더 강해져 있어라.,,,END,,
AGGRESSIVE,FAIL_ITEM,TALK,,지금 네게 나눠 줄 건 없다. 물러가라.,,,END,,
AGGRESSIVE,INSUFFICIENT_ITEM,TALK,,지급할 자원이 부족하거나 안전하게 건넬 수 없는 상태군요. 아무것도 받지 않았으니 이만 마칠게요.,,,END,,
AGGRESSIVE,FAREWELL,TALK,,말은 끝났군. 전장에서 다시 보자!,,,END,,
AGGRESSIVE,NEGO_REJECT,TALK,,참는 데도 한계가 있다! 더는 말로 끝나지 않을 거다!,,,END,,
AGGRESSIVE,FAIL,TALK,,참는 데도 한계가 있다! 더는 말로 끝나지 않을 거다!,,,END,,
AGGRESSIVE,REACT_NEED,TALK,,손을 빌리고 싶다면 똑바로 부탁해라. 돌려 말하지 말고!,,,CHECK_MOOD:NEGO_START,,
AGGRESSIVE,REWARD_CHOICE,CHOICE,System,어떤 도움을 요청할까?,,,"REQUEST_ITEM,REQUEST_GOLD,REQUEST_RECOVERY,REWARD_LEAVE",,
AGGRESSIVE,REQUEST_ITEM,BRANCH,플레이어,[물건] 아이템 하나를 나눠 달라고 한다,,TONE:Request,ITEM_CHECK,,
AGGRESSIVE,REQUEST_GOLD,BRANCH,플레이어,[돈] {RewardGold} GOLD를 부탁한다,,TONE:Request,GOLD_CHECK,,
AGGRESSIVE,REQUEST_RECOVERY,BRANCH,플레이어,[회복] 교섭자의 HP 또는 MP 회복을 부탁한다,,,RECOVERY_CHOICE,,
AGGRESSIVE,REWARD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
AGGRESSIVE,RECOVERY_CHOICE,CHOICE,System,누구의 자원을 회복하는지 확인하자. 회복 대상은 지금 교섭하는 아군이다.,,,"REQUEST_HP,REQUEST_MP,RECOVERY_LEAVE",,
AGGRESSIVE,REQUEST_HP,BRANCH,플레이어,[HP] HP 최대 {RewardHP} 회복을 부탁한다,,TONE:Request,HP_CHECK,,
AGGRESSIVE,REQUEST_MP,BRANCH,플레이어,[MP] MP 최대 {RewardMP} 회복을 부탁한다,,TONE:Request,MP_CHECK,,
AGGRESSIVE,RECOVERY_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
AGGRESSIVE,GOLD_CHECK,TALK,System,(돈 지원을 요청한다.),,,CHECK_MOOD:TRADE:Gold,,
AGGRESSIVE,HP_CHECK,TALK,System,(교섭자의 HP 회복을 요청한다.),,,CHECK_MOOD:TRADE:HP,,
AGGRESSIVE,MP_CHECK,TALK,System,(교섭자의 MP 회복을 요청한다.),,,CHECK_MOOD:TRADE:MP,,
AGGRESSIVE,DEMAND_GOLD,TALK,,내 힘을 빌릴 거라면 먼저 네 각오를 보여라! 공동 활동에 쓸 돈이 필요하다.,,,COST_GOLD,,
AGGRESSIVE,COST_GOLD,CHOICE,System,요구: {DemandGold} GOLD. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_GOLD,REFUSE_GOLD",,
AGGRESSIVE,ACCEPT_GOLD,BRANCH,플레이어,[지급] {DemandGold} GOLD 건네기,,TONE:Accept,PAY_GOLD,,
AGGRESSIVE,REFUSE_GOLD,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
AGGRESSIVE,PAY_GOLD,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Gold,,
AGGRESSIVE,DEMAND_ITEM,TALK,,내 힘을 빌릴 거라면 먼저 네 각오를 보여라! 여행에 쓸 물품이 필요하다.,,,COST_ITEM,,
AGGRESSIVE,COST_ITEM,CHOICE,System,요구: {DemandItem} 1개. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_ITEM,REFUSE_ITEM",,
AGGRESSIVE,ACCEPT_ITEM,BRANCH,플레이어,[지급] {DemandItem} 1개 건네기,,TONE:Accept,PAY_ITEM,,
AGGRESSIVE,REFUSE_ITEM,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
AGGRESSIVE,PAY_ITEM,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Item,,
AGGRESSIVE,DEMAND_HP,TALK,,내 힘을 빌릴 거라면 먼저 네 각오를 보여라! 네 생명력을 아주 조금 나누어 줘.,,,COST_HP,,
AGGRESSIVE,COST_HP,CHOICE,System,요구: 교섭자의 HP {DemandHP}. 지급 후 HP가 1 이상 남아야 한다. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_HP,REFUSE_HP",,
AGGRESSIVE,ACCEPT_HP,BRANCH,플레이어,[지급] 교섭자의 HP {DemandHP} 건네기,,TONE:Accept,PAY_HP,,
AGGRESSIVE,REFUSE_HP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
AGGRESSIVE,PAY_HP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:HP,,
AGGRESSIVE,DEMAND_MP,TALK,,내 힘을 빌릴 거라면 먼저 네 각오를 보여라! 네 마력을 아주 조금 나누어 줘.,,,COST_MP,,
AGGRESSIVE,COST_MP,CHOICE,System,요구: 교섭자의 MP {DemandMP}. MP가 부족하면 지급하지 않는다. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_MP,REFUSE_MP",,
AGGRESSIVE,ACCEPT_MP,BRANCH,플레이어,[지급] 교섭자의 MP {DemandMP} 건네기,,TONE:Accept,PAY_MP,,
AGGRESSIVE,REFUSE_MP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
AGGRESSIVE,PAY_MP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:MP,,
AGGRESSIVE,REFUSED,TALK,System,(요구를 거절했다. 자원을 지급하지 않고 대화를 마쳤다.),,,END,,
AGGRESSIVE,TRADE_DECLINED,TALK,,지금은 네 요구를 들어줄 수 없다!,,,END,,
AGGRESSIVE,SUCCESS_GOLD,TALK,,좋다! 받은 만큼 내 몫도 하겠다! {RewardGold} GOLD를 건넸다.,,,END,,
AGGRESSIVE,SUCCESS_HP,TALK,,"좋다! 받은 만큼 내 몫도 하겠다! 상처가 조금 아물었다. (최대 {RewardHP}, 최대 HP와 회복 효과에 따라 달라짐.)",,,END,,
AGGRESSIVE,SUCCESS_MP,TALK,,"좋다! 받은 만큼 내 몫도 하겠다! 마력이 조금 돌아왔다. (최대 {RewardMP}, 최대 MP까지만 회복.)",,,END,,
AGGRESSIVE,FLED,TALK,,하하! 이건 내가 챙기겠다! 다음에 또 보자!,,,FLED_NOTICE,,
AGGRESSIVE,FLED_NOTICE,TALK,System,(몬스터가 받은 것만 챙겨 도망쳤다. 이번 교섭의 합류·보상은 없다.),,,END,,
AGGRESSIVE,FAIL_REWARD,TALK,System,(지급은 끝났지만 상황이 바뀌어 지원을 받지 못했다. 대화가 종료된다.),,,END,,
AGGRESSIVE,RACE_LINE,,,같은 인간이라고 같은 뜻을 품는 것은 아니다. 네가 지키는 약속부터 듣겠다.,,,,Human,
AGGRESSIVE,RACE_LINE,,,낯선 기척은 경계할 수밖에 없다. 거리를 지키고 뜻을 밝혀라.,,,,Beast,
AGGRESSIVE,RACE_LINE,,,모습이 다르다는 이유로 뜻까지 다르다고 단정하지 마라.,,,,Demihuman,
AGGRESSIVE,RACE_LINE,,,악마와의 약속을 가볍게 여기지 마라. 감수할 일을 알고 이야기하자.,,,,Demon,
AGGRESSIVE,RACE_LINE,,,용의 힘을 빌리려면 그 무게를 알아야 한다. 뜻을 분명히 해라.,,,,Dragon,
AGGRESSIVE,RACE_LINE,,,교섭 요청을 수신했다. 공동 목표와 수행할 역할을 확인하겠다.,,,,Machine,
AGGRESSIVE,RACE_LINE,,,뿌리를 내린 곳과 자라 온 시간을 존중해라. 그것이 대화의 시작이다.,,,,Plant,
AGGRESSIVE,RACE_LINE,,,보이는 몸만이 전부는 아니다. 정령의 기척과 흐름을 존중해라.,,,,Spirit,
AGGRESSIVE,RACE_LINE,,,삶이 끝나도 남는 의지가 있다. 죽었다는 이유로 뜻까지 꺾이지는 않는다.,,,,Undead,
AGGRESSIVE,RACE_LINE,,,요정의 약속에도 무게가 있다. 가벼운 말로 대하지 마라.,,,,Fairy,
AGGRESSIVE,RACE_LINE,,,신의 이름 앞에 무릎 꿇기보다 네 뜻을 밝혀라.,,,,Divine,
AGGRESSIVE,RACE_LINE,,,만들어진 몸이라도 아무 명령이나 따르지는 않는다. 합당한 이유가 필요하다.,,,,Construct,
AGGRESSIVE,RACE_LINE,,,익숙하지 않은 모습이라고 의지가 없다고 단정하지 마라.,,,,Aberration,
AGGRESSIVE,GENDER_LINE,,,나는 {MonsterName}이다! 이름부터 기억해 둬!,,,,,Male
AGGRESSIVE,GENDER_LINE,,,내 이름은 {MonsterName}! 기세에서 밀릴 생각은 없어!,,,,,Female
AGGRESSIVE,GENDER_LINE,,,{MonsterName}. 그게 내 이름이다! 용건을 말해!,,,,,None
SLY,INTRO,TALK,,무기를 멈출 만큼 중요한 이야기인가? 내 시간은 싸지 않은데.,,,RACE_LINE,,
